Age-Average	Age-StandardDeviation	Generation-Average	Generation-StandardDeviation	Duration	PlantAmount	AnimalAmount	MovementSpeed-Average	MovementSpeed-StandardDeviation	CarnivorityTendency-Average	CarnivorityTendency-StandardDeviation	Eyesight-Average	Eyesight-StandardDeviation	OffensiveCapability-Average	OffensiveCapability-StandardDeviation	DefensiveCapability-Average	DefensiveCapability-StandardDeviation	ThreatConsiderationLimit-Average	ThreatConsiderationLimit-StandardDeviation	PlantToxicityResistance-Average	PlantToxicityResistance-StandardDeviation	FoodDigestingCapability-Average	FoodDigestingCapability-StandardDeviation	AdultSize-Average	AdultSize-StandardDeviation	MutationIntensity-Average	MutationIntensity-StandardDeviation	ReproductionEnergy-Average	ReproductionEnergy-StandardDeviation	OffspringAmount-Average	OffspringAmount-StandardDeviation	BackupEnergy-Average	BackupEnergy-StandardDeviation	OptimalTemperature-Average	OptimalTemperature-StandardDeviation	TemperatureChangeResistance-Average	TemperatureChangeResistance-StandardDeviation	EnvironmentToxicityResistance-Average	EnvironmentToxicityResistance-StandardDeviation	
16,379310344827587	15,288972345662893	2,3448275862068964	0,7083668477301426	70	453	29	20,00428846830156	0,02293843910015524	50	0	19,984609332686382	0,051169355348863986	2,0123585369212873	0,021068309828858777	2,001833472725935	0,00970182573688722	10,00099585845647	0,0330389113055829	0	0	10,01523789697683	0,03467713878343395	19,936922763870434	0,18230020227615426	0,9975312484601451	0,014565685931006829	50,0160016268486	0,0669271181490545	1,990058090982118	0,011764317684538778	9,996238307792106	0,03160408437347062	29,885426277594664	0,138710545109178	4,993510891918024	0,0215796093778599	0	0	
23,545454545454547	26,129619683290237	4,163636363636364	1,0915149832584459	140	789	55	19,99041994222069	0,04265454611067327	50,014879538358	0,0916445186460789	20,000404023338632	0,06113482819317273	2,0050949893834256	0,03372612330393838	2,00336618937641	0,015967506842604267	10,000847224623612	0,030637492176121175	0,028992125436083056	0,07680092208598699	10,01827618092303	0,04218875251305309	19,88380700119912	0,1961515335596383	1,0013606423112413	0,011231323141579022	50,000856972045916	0,02938279593404058	1,9888702448786615	0,012846835225157508	10,001914915368005	0,06615307874323913	29,937224575222732	0,20824759384764788	4,997478286843759	0,020858469343685543	0,003556816161319146	0,01469040973554701	
24,814432989690722	30,389339522886353	5,814432989690721	1,3341656098009709	210	1229	97	19,998618662269084	0,04112168711085127	50,0026301004517	0,06933425608713849	20,008356683907405	0,0900414585185147	1,9892658159294059	0,03304293167610746	2,004584269553407	0,020755356228399913	9,99647538698314	0,05431256205597296	0,05942814797886466	0,11503407090230358	10,014445746962718	0,03725736722372226	19,817532808863493	0,23171786984954548	0,9973775443976052	0,020334842655181384	50,02728754412995	0,08568982646230036	1,9853375202073904	0,01233441045361249	10,033999824642999	0,09313823069478983	29,921442326566293	0,2236904363531742	5,005607748362591	0,04917739523193312	0,001230885713579133	0,007374013869851822	
25,584615384615386	34,43271803105178	7,015384615384615	1,3866651494453845	280	1530	130	20,00249114866153	0,030809520125844973	50,04298804666261	0,12460089331316634	19,99356932526841	0,10657387792072148	1,9657155549155134	0,050062522065483964	2,0108555701312874	0,03161076026677305	10,016544501167074	0,059721584204054656	0,08488039919410814	0,14737934092502972	10,012265894235968	0,057327036192592246	19,85698072500177	0,24229995915192068	0,9895891156065797	0,023385384389270344	50,00107610809205	0,09308914172788121	1,9868827894287693	0,01291656680358398	10,076651754676126	0,1505010619424918	29,886014525253515	0,29259742168809555	5,011373049544164	0,056610323350144556	0,0028277847862532564	0,012740771467065846	
26,77241379310345	35,55893501907564	8,703448275862069	1,8611236425455069	350	1618	145	20,004299607191328	0,04004382427382992	50,03174695736273	0,11496242467324813	20,021030595455333	0,12398458722353312	1,9595504389932723	0,06603133643809883	2,007013650070994	0,0379928315949985	9,99881980893247	0,06977753524913216	0,09220067475499448	0,11652661216796367	10,014848244007377	0,06744882005102973	19,829060668994753	0,27956690601750517	0,9862762183224913	0,0306078459481759	49,973930564052594	0,1456639748771893	1,9836876512467814	0,014889198859948938	10,071877859599384	0,14671404946764838	29,886242178315115	0,3298424084170268	5,028083184119491	0,05351427749724044	0,004155057522589967	0,018853587416336998	
26,928	26,862368026665116	10,384	2,229920177943595	420	1726	125	20,008997691828853	0,04050401698415645	49,96333884844977	0,16975802773171306	20,006407550624488	0,11357059425904054	1,9414199338336202	0,07606459427550677	2,01739732071253	0,038030016624043546	10,022082713318651	0,07943871871322815	0,11462596140963602	0,12255412906375857	10,010979683912037	0,06485250608260366	19,797908877247043	0,25207694258000257	0,9688702139185762	0,03944114300145318	50,03372467222895	0,17876514795629786	1,9818433277321663	0,011819217522150304	10,09095005118082	0,1503283914826865	29,94908780189651	0,3432933215095347	5,034407249519037	0,06047402655838536	0,0023114912750034646	0,007855414710397706	
24,375886524822697	25,95482682588331	12,24113475177305	2,4665153563516595	490	1451	141	19,9986399185355	0,04897927168718422	50,004541284263745	0,19638919598324228	20,032536608581566	0,14693351367159152	1,9525402167469614	0,08762409515617053	2,014432076994045	0,04004866852770114	10,010557335422186	0,09903947433597722	0,1309390561602365	0,12333965432991946	10,021727682303853	0,058574501578183134	19,920876471185558	0,29123762622959565	0,9834030411366121	0,0378272831935459	50,04420716597011	0,20745852827187664	1,9835398542516398	0,011297180263568676	10,048205221281492	0,12823029041147138	29,935067726695344	0,32204421688914625	5,020971291115275	0,06683738633637461	0,007104903742241359	0,02104060504134336	
26,7	27,089850497926328	14,183333333333334	2,4494330409754452	560	1601	120	19,998506511717412	0,044602378703762456	50,05613336630602	0,2698368145206743	20,023605169543956	0,1368150013491157	1,9455866101280792	0,08725418204866403	2,0154514667458305	0,04167897215460792	10,005451205976735	0,11307755558811264	0,1514702800430223	0,14414543877267222	10,017300266848444	0,05714421834432103	19,883824241197367	0,3023203725455801	0,9835650842327913	0,04010372686130908	50,08970493398985	0,1940790413319515	1,9824440238582435	0,013952778102543098	10,056785470039424	0,11263411642260941	29,917149619510557	0,3104365366769615	5,027573388755905	0,05767868514900264	0,020593257362668437	0,032326367810811746	
26,941176470588236	28,013065414374683	15,786764705882353	2,6020582583660175	630	1770	136	20,004765759457058	0,034359660717889554	50,0902170870071	0,18118245448807668	20,011841904524577	0,13873150651155156	1,925728058855376	0,08399219201001297	2,016243363553914	0,041353690395683616	10,01030636409291	0,09914236173451675	0,18824744837338223	0,14626861610644976	10,010368245167612	0,06561755715630059	19,903245007943866	0,34341881583879563	0,9784421103228598	0,03612565830238381	50,07720189101536	0,24890507597742342	1,9853006881719453	0,014710610386166919	10,081704568863202	0,12044278604160415	29,873052783548854	0,316257973534644	5,038825142123665	0,09313812581662817	0,03062529936554163	0,04027342546878681	
27	30,139274027855656	17,48993288590604	2,735835883614527	700	1550	149	20,010588008957	0,041566590128261006	50,10181592615937	0,17570982395483348	19,975120237378373	0,13440198243164522	1,9303149754613047	0,07034982232715939	2,0190212452101917	0,03966830395669825	10,029078483040838	0,1053440321905713	0,22589445220775256	0,12906801019498446	10,016670206617269	0,06427468245145798	19,806160197290122	0,3653782229520358	0,9724167577746087	0,038399968877564	50,18774004039076	0,2574424856414441	1,980842042347166	0,013844563847929382	10,123996620218431	0,12716717141063777	30,021177032616908	0,31672169972841446	5,0624010599389075	0,09633616220013895	0,024549797887199926	0,03289694873668917	
