Age-Average	Age-StandardDeviation	Generation-Average	Generation-StandardDeviation	Duration	PlantAmount	AnimalAmount	MovementSpeed-Average	MovementSpeed-StandardDeviation	CarnivorityTendency-Average	CarnivorityTendency-StandardDeviation	Eyesight-Average	Eyesight-StandardDeviation	OffensiveCapability-Average	OffensiveCapability-StandardDeviation	DefensiveCapability-Average	DefensiveCapability-StandardDeviation	ThreatConsiderationLimit-Average	ThreatConsiderationLimit-StandardDeviation	PlantToxicityResistance-Average	PlantToxicityResistance-StandardDeviation	FoodDigestingCapability-Average	FoodDigestingCapability-StandardDeviation	AdultSize-Average	AdultSize-StandardDeviation	MutationIntensity-Average	MutationIntensity-StandardDeviation	ReproductionEnergy-Average	ReproductionEnergy-StandardDeviation	OffspringAmount-Average	OffspringAmount-StandardDeviation	BackupEnergy-Average	BackupEnergy-StandardDeviation	OptimalTemperature-Average	OptimalTemperature-StandardDeviation	TemperatureChangeResistance-Average	TemperatureChangeResistance-StandardDeviation	EnvironmentToxicityResistance-Average	EnvironmentToxicityResistance-StandardDeviation	
16,470588235294116	17,809837489957207	1,7647058823529411	0,7299808027053446	70	537	17	20,00008898382135	0,009349255204142268	49,97383084957369	0,10467660170525718	19,99624991106133	0,015000355754677947	2,001137740066914	0,0024654949971670568	2,007625740778842	0,02175910632648685	10,013290539868066	0,04481559362604451	0	0	9,978009838649953	0,02735655945130806	20,011997242025483	0,09863313836653796	0,9947174627802335	0,009523229405207735	50	0	1,9924963643100715	0,010182452183685275	10,001858756598951	0,007435026395803009	29,98802143720603	0,047914251175881495	4,994764548294881	0,020082649129032987	0,003669632575969532	0,009311087297233862	
18,625	20,305314663196643	4,017857142857143	1,0435357381204993	140	858	56	20,00238049292825	0,019903400710020613	49,964270433748005	0,19393368731720784	20,00825965300317	0,02854035743368969	2,013032766854813	0,029894543352675437	2,0060113895567238	0,02095694888993051	10,00611788173701	0,02741570543696082	0,011060991146086366	0,04341512162686503	9,98654351277018	0,043293929631804916	20,015072536837312	0,08573097616690178	0,991621115963718	0,012943349765522761	50,02414752459951	0,08475824963411252	1,9902339198213876	0,014792494302582473	10,005215643215795	0,046741718710915585	29,884821249375857	0,22929246286355107	4,9903485918662	0,039009940022123234	0,0042918878414545	0,01223588098273123	
20,76829268292683	21,02338928634173	5,951219512195122	1,1571879184659963	210	1499	82	20,00682759317459	0,024243608450639127	49,94623050771064	0,22134500525627207	19,992345691550646	0,050148581173419866	2,0127139497780178	0,023941026475291158	2,0047549085788643	0,04124521679167843	10,018868299444359	0,04186332491039241	0,004100537725017412	0,0263022966315532	9,99704792997874	0,053500142576385905	20,02526964264952	0,11671797045290483	0,993199084846249	0,010862394355171959	50,03646629990374	0,16602558992429248	1,9932133494106228	0,014353363327748824	9,99359380558193	0,0623088598507552	29,866010837924104	0,33344879123638793	4,993339789487962	0,03872695998419613	0,011571096258405389	0,023089630064096953	
22,130434782608695	23,273990610580707	7,947826086956522	1,4969155432646473	280	1739	115	20,010509319214417	0,029613024760541937	49,89640769891516	0,2803322912027298	19,993586652815488	0,03728919208773149	2,029537527650746	0,04281276806519556	2,016652386768825	0,0398678145418206	10,004596662689284	0,047407033547002056	0,05436605886134048	0,09287256729512469	9,95902385878506	0,03597985396672268	19,992594582835107	0,1433073347949696	0,9939285715095185	0,013651504332782928	50,00756513908	0,15758908355048504	1,9946150196643673	0,015765808668623253	10,022333543879682	0,0682325756344499	29,81578507179756	0,45198091087052067	4,988297819502892	0,033335038359938195	0,02600326435555574	0,03586325898333865	
24,03053435114504	26,26812393051649	10,053435114503817	2,1125324952529847	350	1733	131	20,00734192550807	0,033200518674047226	49,85049732539264	0,3116518419079931	19,998675374117916	0,02307097940267806	2,035989190931998	0,05750483004072462	2,022822444077119	0,05364847585156688	9,989194484724365	0,06315898140512068	0,13987170440761554	0,11125294796282315	9,949568889721466	0,03053729926197437	19,985301952853593	0,1734847483214714	0,9956214057123082	0,015633488601713492	50,002951983307675	0,1957552258255811	1,9920768488682257	0,015991726790775762	10,002604663173646	0,05692342844898958	29,85001042335531	0,43191867122530514	4,981349703527308	0,036431909892302765	0,04567001463091613	0,03965389369387058	
25,61467889908257	30,219353497623416	11,917431192660551	1,949492713911961	420	1790	109	20,010115434433196	0,040910900439565835	49,736435554156905	0,32867511553010326	20,001501936332573	0,049250894775653774	2,022772760238931	0,050512354444096276	2,038603326516127	0,06951923835975586	9,9923368234173	0,10633110267658963	0,1589540440461043	0,13109177255622914	9,958049458062916	0,038277662901164945	20,01503216832935	0,20285310457516456	0,9928890831790187	0,023098723681093114	50,034156727878084	0,1922738039786862	1,9888082736492938	0,01592892757503852	9,99528444889262	0,042401076661798216	29,89672397474664	0,3689507640712277	4,969205702647778	0,04024699908328896	0,048332041482170955	0,03911008973595646	
28,21186440677966	33,26291050356321	13,966101694915254	2,1230462739148117	490	1857	118	20,002086345746285	0,04487243192641248	49,7442676004586	0,36584691770142796	20,008261738418508	0,0694486607261651	2,0264132287130967	0,05792127561415164	2,052881853983183	0,08641723758808897	10,00554067367596	0,0907784582483812	0,16702514049438585	0,12329083831586794	9,95787769086018	0,03658406586768807	19,977450919155455	0,21923625228242682	0,988161132900854	0,026090062546372826	49,95133510544628	0,232229920902069	1,9867412795628407	0,015263261071304303	9,986614193670555	0,0762322407899382	29,924484939421507	0,3851789987249594	4,977854934817656	0,0719672984908408	0,051551385087939786	0,046371627976209154	
30,428571428571427	41,55268764280038	15,247619047619047	2,3084975628604054	560	1769	105	19,99523724252491	0,041772389394195815	49,84149748283306	0,36500560106872715	20,032528275957333	0,06073271259845726	2,016259281509619	0,05420620470434109	2,0409121656199174	0,07118319128963359	10,044631326543017	0,09342739774944298	0,19848614487705019	0,09830432449826534	9,956774912099362	0,031386796868049086	19,96472953533365	0,27201739965194	0,9971615565606107	0,03258273713130791	49,94731102179393	0,23630529278841714	1,9883096569294194	0,014929303233927427	9,972138865752381	0,07781893709648667	29,799157179833085	0,4254641163310553	4,996294651568261	0,06951867727401227	0,056019557492806196	0,052798256192038526	
24,37313432835821	27,855081168296778	16,44776119402985	2,402011483497178	630	1586	134	19,975890147046858	0,044491259928654714	49,808517354259116	0,3653115906101839	20,043928558358388	0,08139044412660604	2,006236993060865	0,04820201560948374	2,057062617973217	0,07448712520269887	10,05564045979044	0,1138828560244026	0,2216410578696736	0,10209515735619021	9,957395387524704	0,03159517874084877	19,976709824906933	0,259599821622726	0,9946712081645589	0,02746864634113772	49,95321537028583	0,2515835884793707	1,9883475247199895	0,013571833432857755	9,990821831637428	0,08440880773810558	29,822735024630134	0,4203349169187028	4,9859695871585945	0,07247489393816992	0,06430559769861377	0,05540158681283838	
29,519607843137255	35,08721078442295	17,970588235294116	2,6474400596926673	700	1896	102	19,986494731190177	0,04019464659549837	49,86929915551596	0,37513677402843904	20,054940495542468	0,09128801782302053	1,9958130945804493	0,06804527177366908	2,060960984692887	0,06873517745327079	10,02217063431774	0,09938035092321354	0,24951315907792232	0,09838918696764092	9,961742406321864	0,03260713364756504	19,931910162458518	0,26763966154360197	0,9943386763295281	0,02516667931832326	49,904740884190815	0,24076337162022363	1,9934588006666816	0,017295999464031334	10,005612646854246	0,09544044373249738	29,660961182677102	0,49080945541200516	4,993805087459531	0,07228160039554553	0,05320925406307349	0,05319015766037221	
