Age-Average	Age-StandardDeviation	Generation-Average	Generation-StandardDeviation	Duration	PlantAmount	AnimalAmount	MovementSpeed-Average	MovementSpeed-StandardDeviation	CarnivorityTendency-Average	CarnivorityTendency-StandardDeviation	Eyesight-Average	Eyesight-StandardDeviation	OffensiveCapability-Average	OffensiveCapability-StandardDeviation	DefensiveCapability-Average	DefensiveCapability-StandardDeviation	ThreatConsiderationLimit-Average	ThreatConsiderationLimit-StandardDeviation	PlantToxicityResistance-Average	PlantToxicityResistance-StandardDeviation	FoodDigestingCapability-Average	FoodDigestingCapability-StandardDeviation	AdultSize-Average	AdultSize-StandardDeviation	MutationIntensity-Average	MutationIntensity-StandardDeviation	ReproductionEnergy-Average	ReproductionEnergy-StandardDeviation	OffspringAmount-Average	OffspringAmount-StandardDeviation	BackupEnergy-Average	BackupEnergy-StandardDeviation	OptimalTemperature-Average	OptimalTemperature-StandardDeviation	TemperatureChangeResistance-Average	TemperatureChangeResistance-StandardDeviation	EnvironmentToxicityResistance-Average	EnvironmentToxicityResistance-StandardDeviation	EnvironvementAnimalAmount	EnvironvementPlantAmount	EnvironvementToxicity	EnvironvementTemperature	EnvironvementGroundNutrientContent	
35	27	1,5	0,5	70	403	29	20	0	50	0	20	0	1,9474473174789209	0	2	0	10	0	0,059384555699948466	0,059384555699948466	10	0	20	0	1	0	50	0	2	0	10	0	30,21055860210236	0,21055860210236155	5	0	0	0	2	82	10	30	10	
35,625	40,81953423301153	3,125	1,0532687216470449	140	824	53	19,99331816038314	0,017678485926636477	50,039906835755055	0,24094475563231807	20	0	1,9677639131982643	0,025017503135166964	2,0022460234920705	0,06682022466641868	10	0	0	0	10,009916798808703	0,026706245572398722	19,926332728958034	0,12759545629963434	1,0058465518637543	0,014965481202829955	49,94913167251033	0,13458494414745376	2	0	10	0	30	0	5	0	0	0	8	304	10	30	10	
23,59090909090909	22,143456022674044	5,7272727272727275	1,2856486930664501	210	1382	88	20,002845803315914	0,024655500272322054	50,25477325866452	0,17863156344617848	20,091411856815654	0,059438065870601034	1,9798984220210707	0,027785530539840612	1,9782711303566503	0,057935810288327345	10,00236371368636	0,010831896888945971	0,015163847346390879	0,05889984205721524	10,006709173710554	0,030232684855444645	19,72256815966555	0,2377269358196233	1,0211904565186192	0,015110400608983733	50	0	2	0	9,993051860005762	0,02271789864199871	30,00549246754962	0,07525773896567414	5	0	0,003037740301602122	0,013920674873709711	22	634	10	30	10	
24,235294117647058	25,454756661146867	7,137254901960785	1,0101370095993145	280	1447	134	20,009341733766462	0,03516868766323555	50,25467754925563	0,21288837078007336	20,06444501956261	0,08123190932941123	1,9758737365644101	0,03599635454158136	1,9924292154136043	0,06669832735244365	10,010100282803732	0,04451793732336737	0,013417494477817362	0,03385130308725942	10,020178644387556	0,01905445866900979	19,8602768157927	0,1974600101350849	1,0211555457256531	0,017601778395223918	50,01579512890612	0,12305232118872428	1,9986097682481883	0,007943457895869305	9,978593290141276	0,06717339243233013	30,02497101154182	0,07854547727877069	4,998807386592094	0,025627198342965802	0,01135823055918222	0,023547905428206683	51	641	10	30	10	
22,661290322580644	23,09513532660986	8,290322580645162	1,0532146914396454	350	1565	148	20,00863516674606	0,03256259115974158	50,17688250771384	0,25487043927908787	20,030585327031606	0,059678602696218504	1,976353548731105	0,0500659864607772	2,02222382846996	0,06219453687330782	9,981713289368203	0,06937468017131332	0,02224301160254892	0,027630032203057014	10,017314038186187	0,034868461695636385	19,83652845909881	0,16915029418658023	1,0129213369556722	0,020032838727901466	50,03192431499439	0,11675821226574498	1,9972997917631767	0,01062732296523168	10,00921904418926	0,08929651852831938	29,947205030323648	0,1330227198483962	4,986153197332868	0,03123822110765473	0,025463696926009548	0,035748902123949516	62	700	10	30	10	
25,467741935483872	24,60311922391764	9,629032258064516	1,3468466273741402	420	1575	122	20,00326860153981	0,027192570067536285	50,19415286900512	0,2132467734865572	20,017079358934378	0,047530469645961484	1,9622609119903587	0,04378240023695452	2,0436602105804034	0,05297082923559239	9,99248907960987	0,09218791454097293	0,037526780252689663	0,06517212547381948	10,036712015850535	0,07199229392634718	19,838634522504517	0,17051790157240942	1,0059305163525045	0,030723632799236164	50,03090191431757	0,11125983972017461	1,9959319663180102	0,017611047692461947	10,041002431912105	0,09171679916838758	30,009482886380006	0,04205386590104283	4,971468731960507	0,037479630304272586	0,02539262264870877	0,03177807807467827	62	664	10	30	10	
29,131147540983605	32,82715559692599	11,114754098360656	1,6898769055543146	490	1689	119	20,01372604984505	0,03377498510314805	50,06754245618397	0,31138337083214773	20,021630509953052	0,05887444823045489	1,960942141369075	0,048468908368795534	2,027550143168074	0,05380359615350276	10,000073360222727	0,0909719746363807	0,10097840116219944	0,10225387381417983	10,029011066434917	0,06402784535912862	19,88479705663519	0,1588262287937962	0,9898109406972541	0,034236779793995184	50,08040261296734	0,18412834470648595	2,0077422764300774	0,022440616860593357	10,019578923485838	0,09842779655335392	30,014451840487094	0,07171439741922558	4,972456684877379	0,037278869177744915	0,018031016485017575	0,028674415165082193	61	612	10	30	10	
25,666666666666668	28,97665378622013	12,242424242424242	1,243901560713564	560	1578	137	20,006917637047472	0,025016960749289326	50,16309212395008	0,37093422403760185	19,99472174399227	0,04930474627455766	1,9423466825305742	0,039096734716367966	2,026504142630825	0,04887246104577224	9,968311952259874	0,12376035201569345	0,10369303110902837	0,08845371492574962	10,01765861540996	0,05065585894862778	19,825384300376378	0,15474781832783197	0,9826160670067305	0,028972220683997525	50,01140940665613	0,19920707022952774	2,0116744532435487	0,02215818354005571	10,028215768343694	0,0952497856353778	30,00317285369702	0,11786262980398335	4,99013218977175	0,024493017723138714	0,006409992211400577	0,019107644848320393	66	687	10	30	10	
24,126984126984127	31,10070282648504	13,174603174603174	1,7139917443419797	630	1725	153	19,99543532606157	0,044214693534237244	50,1539962398416	0,35119258783379714	20,013411017164668	0,05489923389654703	1,9542092318444142	0,0419822974808603	2,0126182131095787	0,05489536906177298	9,977853179819038	0,11482527259624316	0,14922952510863294	0,10617812888737833	10,019544414858782	0,04760759624274201	19,848882849355	0,12440348794151757	0,9769868289071054	0,027930327601811158	50,03358495583102	0,1874879504131258	2,023206801977392	0,022488690062549714	10,071971610386495	0,08790137100578072	30,009618195504157	0,100688476060326	4,991157352400224	0,023649133865132947	0,009462478343491091	0,021199695742455022	63	780	10	30	10	
24,16	22,4849816544288	16,12	2,2506887834616314	700	1609	132	20,004793779030425	0,04504366829067415	50,172934793397324	0,29777024762075155	20,02783836249855	0,0676986910192846	1,9508802452443652	0,035294393276233675	2,0204985482123767	0,04523828977751583	9,998716204220269	0,15856916709533272	0,12868255215081145	0,1327612805830357	10,046043696049884	0,08235699768598462	19,881900990212184	0,11145339570972523	0,9911701355017519	0,0451205859015814	49,968515093755684	0,15003196126085785	2,0154272875602093	0,024223140379978997	10,065585426216265	0,08376700686581699	29,897619925584358	0,2116805267372068	4,974290735193603	0,03517588516711616	0,03106052309515799	0,03168527949822752	50	721	10	30	10	
