Age-Average	Age-StandardDeviation	Generation-Average	Generation-StandardDeviation	Duration	PlantAmount	AnimalAmount	Toxicity-Average	Toxicity-StandardDeviation	ReproductionArea-Average	ReproductionArea-StandardDeviation	EnergyProductionInLowNutrientGrounds-Average	EnergyProductionInLowNutrientGrounds-StandardDeviation	AdultSize-Average	AdultSize-StandardDeviation	MutationIntensity-Average	MutationIntensity-StandardDeviation	ReproductionEnergy-Average	ReproductionEnergy-StandardDeviation	OffspringAmount-Average	OffspringAmount-StandardDeviation	BackupEnergy-Average	BackupEnergy-StandardDeviation	OptimalTemperature-Average	OptimalTemperature-StandardDeviation	TemperatureChangeResistance-Average	TemperatureChangeResistance-StandardDeviation	EnvironmentToxicityResistance-Average	EnvironmentToxicityResistance-StandardDeviation	
5,887096774193548	4,482120413290654	6,032258064516129	0,8813269512794022	70	558	17	0,028429219145739565	0,041971118440561214	39,969699488133024	0,2885025934294973	1,9529017069887185	0,12028140904136798	19,994272843616063	0,22649679056013683	0,9863035675421449	0,03465549187333171	49,961980897503686	0,25925153246554683	1,9987078037947037	0,016118082138625468	9,998041875732934	0,0936464577283341	30,05702843447845	0,22446841970517628	3,0135575199203015	0,06266204067712541	0,016078789468035842	0,03002289729052739	
6,0066445182724255	4,248504411839523	12,061461794019934	1,5904229120702442	140	1204	21	0,03340254496539171	0,044371297899836196	39,957903576267135	0,36175568473512193	1,926424077597929	0,15283551639686185	20,01264237329943	0,4135220071750357	0,9820070555482677	0,0327763147273545	49,964535566926195	0,3735057130411076	1,9973227863401013	0,019613124513736615	10,006392707534197	0,11615278078167068	30,078487794813462	0,3551561610513454	3,0205372244797557	0,06701297109288676	0,03371048321222036	0,04631288632620591	
6,035097192224622	4,31699631363976	17,782397408207345	2,3219892319420046	210	1852	47	0,038502008034597635	0,04797937133730328	39,99192405580833	0,4506416775038112	1,9141655037923917	0,18750778384536013	20,021594579193383	0,4349699780452602	0,9786625216114131	0,045313303359192904	49,92752603222813	0,4484217414622607	1,9963165505702434	0,02140708935316559	10,001157075410461	0,15100303094919099	30,02856599700747	0,4071206403850378	3,0260671134685952	0,07880687917346506	0,04417748089377814	0,056829384992970834	
6,219453761379971	4,727935421302455	23,252036415908	2,7867360595270583	280	2087	84	0,03936657334215413	0,05059460233269687	40,01899894634957	0,475454640361127	1,935505208346586	0,19973769644915745	20,03838543032468	0,4897680172596757	0,9811114978032838	0,045731134581253066	49,97664666703576	0,4460592450748169	1,9930690845703196	0,023507599519975334	9,994003801542258	0,17920815681702792	30,015436878543667	0,5395765371288317	3,0410157043395714	0,091977220403986	0,05313597121184584	0,06501377052847855	
5,897633744855967	4,362946600958175	28,718621399176953	3,1594366704791685	350	1944	110	0,045075759094908435	0,054530585787156374	39,99832846961603	0,5515004135242004	1,9369511367885048	0,2009219148619393	20,00774759511787	0,5493483514163765	0,9817420382009675	0,050203556361021695	50,01414226131427	0,5430654378318477	1,9964075572045599	0,030722229254856955	10,013686977685191	0,2184901580727895	30,06796804531302	0,6214450222953829	3,037191106856883	0,11049434984621853	0,05416150046774123	0,06305577940047374	
5,966415749855241	4,655351137929816	34,46670526925304	3,639186737685199	420	1727	131	0,05738972215892719	0,06621198347517379	40,01405246144193	0,6223354974619365	1,928859192057576	0,22905641993108772	20,06116345723553	0,5709561573342833	0,9800738579766667	0,050247503424144135	49,981083801755766	0,5642125130691633	1,9917358924949147	0,0317435252400493	10,011268491713388	0,2385649264740399	30,021744128820472	0,6675330343112712	3,0351508789237065	0,123886025314399	0,07024680186523477	0,07418842994133448	
6,034009873834339	4,541265140602079	39,86780032912781	4,073996036792412	490	1823	114	0,07569796994533295	0,07789819559846642	40,00481795354322	0,7077134108159496	1,9251576420397158	0,2443849508580606	20,051744791083316	0,6970325417133616	0,9758661214678555	0,05762404262068157	50,1241566430453	0,6820234549271148	1,990477259892804	0,03243547203448077	9,997345217803344	0,2435236718253513	30,141937217216228	0,5771753581874427	3,0289410177588767	0,12723697700307957	0,08562000864793076	0,07963419854197888	
6,107665301345817	4,857970448451673	44,988297249853716	4,3306685892682175	560	1709	133	0,07821334171920162	0,08500394552260727	40,14756498981843	0,6290504861859324	1,9667703169455217	0,24575081090857456	20,07881011750432	0,6436293839706515	0,9742782583997552	0,06487815594992714	50,12843589840652	0,7935546634866829	1,9915842980681693	0,03241795924768592	10,021440404004093	0,25214218739956556	30,132622887141686	0,6508117780414404	3,0434450694620803	0,14547613347783175	0,10413750053449813	0,08230550532617721	
5,835301837270341	4,406781695171015	50,403543307086615	4,7019304731815925	630	1524	131	0,08416504271571405	0,08428276711278947	40,12029848240245	0,6758644351949344	1,9562823132434795	0,2661122783013608	20,123918623791088	0,6691862272312715	0,9686171942806685	0,07429493855951276	50,05905259205022	0,8687303026810129	1,9892762902277052	0,03794057315872599	10,043533161678502	0,27858484276061823	30,134970927309865	0,6549438351102518	3,048290917932947	0,1706422877577752	0,10729562249099538	0,08498917396037098	
5,909208819714657	4,6306715311374305	56,739948119325554	4,978990828777866	700	1542	136	0,08840521373520978	0,08739000594370143	40,27979041390003	0,7620209878834544	1,9341201147715033	0,3060198318711061	20,178486441539796	0,6571827202123797	0,9556616886919105	0,07879439108869951	50,16745835160134	1,0151089875637411	1,9928707568775108	0,04404633641659081	10,03916374668273	0,29331271658368	30,144261493904473	0,6363848441884533	3,0438585091676265	0,174433670290749	0,10972867967307431	0,09173775260133893	
5,924620060790273	4,50252565985493	62,06990881458967	5,363444912467298	770	1645	136	0,0916586274990414	0,09080279062656282	40,247604254542445	0,7184189310046998	1,9284601279092188	0,29758308611735573	20,1824303892295	0,6971638708167159	0,9548318161292152	0,07686174926568975	50,22972864524928	1,0383339841665262	1,9855451413273646	0,042388377285442445	9,987572797331485	0,3123978445997057	30,181421697421943	0,7551683066464143	3,074609730843777	0,18735074060428625	0,12425959982348864	0,09546836330148945	
6,119706380575946	4,704877045248711	67,54376058723885	5,252267320063345	840	1771	116	0,1023669161558603	0,1041132184645917	40,26304581583164	0,7029074616714669	1,9062930456166958	0,29274099100750056	20,247159635602557	0,7412484418160583	0,9611263039910755	0,07707285653540295	50,164220161485574	1,0132109384571197	1,9817406198830436	0,046117802874588665	9,922568070219954	0,29115218277796495	30,047539616854106	0,8290828108493993	3,0516662733577915	0,20302208665775057	0,124620516398701	0,09661188659196614	
6,000607533414338	4,427284740976519	73,410085054678	5,601064849943827	910	1646	119	0,10827863973504975	0,10962364197084243	40,32283816177862	0,7342613874708235	1,8907187296581744	0,322917659244048	20,268595307652138	0,7683889020194387	0,9577151880749859	0,07780506318945728	50,08687047646752	0,9727825733409153	1,9755620892615273	0,04540541201343531	9,90540264426421	0,23631591783513684	30,103596202854185	0,8284482393226924	3,0283258093761813	0,20802415014260495	0,11994407138006435	0,0997238536209128	
6,202443280977312	5,123577555588728	78,52763234438628	5,686314232803489	980	1719	122	0,11725587297802036	0,11167446889756946	40,34532384406195	0,7579292249250665	1,8965630248552952	0,3222242435711085	20,270029944991183	0,8178685988259042	0,9599223357974621	0,07876084320383274	49,96931445249091	0,8759119067036617	1,9737108906760774	0,04675805226818278	9,891132619592995	0,21969847494555522	30,094631807771503	0,877377332050289	3,058241833536558	0,2251452674021646	0,12818067970925034	0,10010272458934281	
6,064109902690326	4,624343867559776	85,33886662850601	5,868985111323314	1050	1747	125	0,0958304906502535	0,09592091129363974	40,39169943222634	0,7688195019112659	1,8549662994343705	0,30074173778386026	20,06740143565197	0,7818375671973521	0,9640375707404341	0,09212580926833115	49,93494147006449	1,0233121250163348	1,962803285691576	0,052836593060283404	9,845434437684057	0,2640293179052458	29,923316466487265	0,9183023162993718	3,007407598508035	0,21065005435280376	0,14151244779475738	0,12013761985608082	
6,1001259445843825	4,691562176039463	90,11775818639798	6,224139406140253	1120	1588	144	0,11216234483143248	0,09191245964936137	40,431060328369384	0,8170771960933904	1,8520854293586582	0,3213673333111415	20,12055819553312	0,8692406273276578	0,9588918784886629	0,09158754986312465	49,987363360333916	1,0149560082905302	1,9597300989643778	0,05551034042435694	9,826099016519748	0,3074194380676091	30,150335490247222	0,9728151642880966	3,026962753705551	0,2002024860287995	0,14554370556777027	0,11632077185450368	
5,899839314408141	4,685746884197966	95,50883770755222	6,160963732870244	1190	1867	100	0,11402617015482383	0,0981554693224465	40,4291712565546	0,8704743261351287	1,8109941188432637	0,33254008547826125	20,09618955808253	0,8796143782142436	0,9708991168630932	0,09746751366950916	50,00024965449016	0,9474732554355467	1,9596077950945239	0,05451771995597567	9,815216125702705	0,2969361033713406	30,17845353307397	1,0820091805539123	3,005939437565661	0,1941840470539397	0,14882035911308242	0,11765628782590198	
5,867502726281352	4,524789538987397	101,41384950926935	6,297205081097869	1260	1834	87	0,12277699373070411	0,11044654978819156	40,482407401973944	0,9944599403858603	1,846703966024321	0,3672238227889783	20,215651335479393	0,89925944001147	0,9759988670310181	0,10503604687232007	49,94276092801705	0,992976573319809	1,9588921580860073	0,050456523558456666	9,79919050865001	0,2866006018244752	30,34064751930378	1,202345243304778	2,9990589483320274	0,21337258860267003	0,15525826319986313	0,1297331501139553	
5,914859002169197	4,4507203384503855	106,90672451193059	6,391254388234433	1330	1844	125	0,11747469504802321	0,10576872175071804	40,50044849094888	0,8308346076711274	1,8244786478050357	0,34159574885598976	20,07872803615865	0,9052582287282158	0,9753095273132162	0,10161520592180003	49,80390908073807	1,0491328520430145	1,9711802102545442	0,05636402803489733	9,816481468696248	0,30491156393884966	30,466901940253194	1,0721344054648305	2,974414244442458	0,22171264463711704	0,17498385565785496	0,13735340066663693	
6,082394783639597	4,6623736437058865	112,371072910492	6,1679568718297375	1400	1687	128	0,11508708542708854	0,10807057252090037	40,38026122131721	0,8198016521661281	1,8101378797720586	0,3774361957943896	20,161647876949992	0,8884142298882624	0,9741436129647872	0,10752760362563926	49,79201352217453	1,1044436228846313	1,969119770822221	0,058465751326900614	9,83292723808985	0,32032738359886004	30,368552085883028	1,0343420756844188	2,9869884111726224	0,23693767759346385	0,17146745030055818	0,14678167608135262	
5,833625218914186	4,456416901279496	117,41039112667835	6,407293669295291	1470	1713	115	0,11089461698512643	0,1050429737770395	40,389203680720136	0,8395680381883897	1,8559599444252384	0,3830878270005201	20,299547825944984	0,9154203015227738	0,9668940458007229	0,10755117281724763	49,78396543739342	1,1493848906859794	1,9702666723848852	0,05397388807884608	9,794729886240484	0,3492605077699721	30,567807543280036	1,026959930042933	2,9750087265720846	0,246719996441234	0,19846734846380085	0,15318902721470598	
5,852718078381796	4,451784348877996	124,58786346396965	6,98649984886005	1540	1582	145	0,10758379402895807	0,10195791412235865	40,34760887183334	0,9181839526585224	1,8180498128082356	0,3769478952572782	20,167763601472362	1,0541727771440998	0,9760686977435994	0,111387713988212	49,77707839989789	1,057065478058651	1,9732875359520217	0,062180192397532634	9,786131918010607	0,3747813297206807	30,36721068477716	1,166744685145831	2,933835080010997	0,2641421269303673	0,20595637299314917	0,1593278083677686	
