Age-Average	Age-StandardDeviation	Generation-Average	Generation-StandardDeviation	Duration	PlantAmount	AnimalAmount	Toxicity-Average	Toxicity-StandardDeviation	ReproductionArea-Average	ReproductionArea-StandardDeviation	EnergyProductionInLowNutrientGrounds-Average	EnergyProductionInLowNutrientGrounds-StandardDeviation	AdultSize-Average	AdultSize-StandardDeviation	MutationIntensity-Average	MutationIntensity-StandardDeviation	ReproductionEnergy-Average	ReproductionEnergy-StandardDeviation	OffspringAmount-Average	OffspringAmount-StandardDeviation	BackupEnergy-Average	BackupEnergy-StandardDeviation	OptimalTemperature-Average	OptimalTemperature-StandardDeviation	TemperatureChangeResistance-Average	TemperatureChangeResistance-StandardDeviation	EnvironmentToxicityResistance-Average	EnvironmentToxicityResistance-StandardDeviation	EnvironvementAnimalAmount	EnvironvementPlantAmount	EnvironvementToxicity	EnvironvementTemperature	EnvironvementGroundNutrientContent	
6,446601941747573	4,016297273983333	5,563106796116505	0,7461214002656642	70	414	23	0,008636219694189243	0,026493941009329208	39,98162354142684	0,19112830331778194	2,0005226473936624	0,03123629386934711	19,997618042155406	0,1738706818109911	0,9951521253365696	0,018501597057529535	50,02017980943594	0,16391696222641314	1,9936228135760778	0,015621100686487945	9,989980351626539	0,06208788129810074	30,134096118917885	0,17153823792686018	3,0005146669372764	0,02739765695474427	0,009719148776566475	0,024574552760840366	3	103	0,07000000000002338	30,013999999999967	10	
6,20817843866171	3,661485472328201	11,866171003717472	0,7788614226800167	140	728	60	0,044533819782743296	0,03023940045534817	39,87473064387007	0,28157681809398394	2,0005101999184625	0,07055259634332302	19,992529422657874	0,30493535264720517	0,9969755338232622	0,02261916297689802	50,002667030445835	0,2074897027420886	2,0002347650150787	0,013791856922764523	9,96871775074284	0,09006534082337012	30,154948557958114	0,18656867707614555	2,9969593766161005	0,04621476439852889	0,013697608554454233	0,027598080668400443	27	269	0,14000000000004675	30,027999999999935	10	
6,348408710217756	3,937435966515514	18,262981574539364	0,9455103226193623	210	1262	99	0,055982331708902766	0,04485812521703119	39,87586793805315	0,2934020698688592	2,0005379600873514	0,09436154455922156	19,873879529958327	0,3687116488711785	0,9950166022019578	0,026381922892082042	50,00853156712321	0,3117186944164279	1,9940244946995493	0,017526962900899227	9,947677434827567	0,16486937715803177	30,172185062178354	0,3215960807358107	2,986479130787492	0,06390012066173581	0,028314202900682466	0,045331356903681515	49	597	0,21000000000007013	30,041999999999902	10	
6,512698412698413	4,1643609644672415	24,55079365079365	0,8745743664774187	280	1543	131	0,05978942203598105	0,04583860020225318	39,94769660924101	0,2334056439040949	1,9826887657703545	0,11821809829514436	19,90489527612043	0,4526963088662371	0,9967453768583621	0,033547629322870885	49,938560740380964	0,3927222651736946	1,9943686682328798	0,01950709635919478	9,98009131768569	0,15787111986486557	30,17514906412335	0,37247893052108333	3,00135267168108	0,07648867796779966	0,03750111604147554	0,0523705580051064	77	630	0,2800000000000935	30,05599999999987	10	
6,446197991391679	4,049945077240127	30,72596843615495	1,111218372598548	350	1601	124	0,07495878726655954	0,0679429758493668	39,92734605702983	0,26727380107281834	1,9882436747445063	0,15248227175829832	19,836982673270832	0,5135759430154743	0,9919958286351427	0,03688139081701996	49,79232155959774	0,4536038313131411	1,9907302064774215	0,02106817039376142	9,96051438710612	0,16560257257319302	30,134602741325782	0,3211738186783739	3,0130057307821563	0,06673163796878459	0,046519613806568216	0,049783179029005836	56	697	0,3500000000001169	30,069999999999837	10	
6,577562326869806	4,29006397451077	36,65235457063712	1,1896023435482612	420	1839	137	0,09963336302700415	0,08287806389490801	39,96007585695064	0,38889990275769515	1,9845420314636333	0,1778904532992613	19,886058810019197	0,4745377408185376	0,9983601254873851	0,03927147554403618	49,82493066754084	0,4179724898833839	1,9897896351580289	0,02599131762204794	9,966505433909512	0,16290347591089419	30,1027836357659	0,3905077189538614	3,015991634010874	0,09241757989083171	0,05717538808397516	0,06366837722066677	78	722	0,42000000000014026	30,083999999999804	10	
6,487080103359173	4,194768921674323	42,78294573643411	1,3466077984873466	490	1832	126	0,08315052151498475	0,0799876258239508	39,91200360330779	0,4084491044807282	1,9684285584094032	0,2016043628453605	19,82168888263626	0,45131612712657104	0,9938121170984123	0,04797804916625686	49,66373755965892	0,5066636766923577	1,9853646945945758	0,02735448073060616	9,96473472815211	0,17988342354389902	30,108787883717227	0,40969480192214314	3,013328297009901	0,09612836110010704	0,06675317651765855	0,07758390107688812	69	774	0,49000000000016364	30,09799999999977	10	
6,522834645669291	4,110370770416674	48,82834645669291	1,8229895684237802	560	1477	157	0,08280508244172327	0,07465292265420101	39,98192655969188	0,4882695088105916	2,0041031042968998	0,24271650875843942	19,71223003181835	0,5700308840748749	0,9895328307594524	0,05415712245394427	49,64510997073896	0,44420645778366274	1,9820217082097584	0,03103935231817697	10,005371807137946	0,20649928503790393	30,14114418013226	0,4242439656524352	3,003422270554497	0,1269556762784435	0,07577029597175455	0,07327515670232246	80	635	0,560000000000187	30,11199999999974	10	
6,8	4,584878527410657	54,3375	2,2207942460600325	630	1814	125	0,08842433696699184	0,09085708750913525	39,949527797492316	0,4949300772098871	2,0325913321095648	0,26731538903960345	19,79776414748653	0,6255116351965955	0,9965217223950055	0,047545126999084655	49,62892411011782	0,5189124299762056	1,9855648149850884	0,03398021632376122	9,998595177075774	0,20503235001697176	30,166082766874297	0,4617045898426603	2,9910300848997906	0,12967634175429618	0,07243971918561647	0,06826099482957546	63	720	0,6300000000002104	30,125999999999706	10	
6,680111265646731	4,601872025061854	60,26425591098748	1,7791058125442147	700	1629	132	0,11167427221564842	0,08975271468932614	39,70253626809037	0,529297724359915	2,057768216013765	0,23651251553320732	19,73799565965385	0,5194440211424077	1,0084373112755554	0,05491224435115085	49,617293220272785	0,5692486578305876	1,9799789669222654	0,03217196602824226	9,958465456468987	0,21894816489492797	30,108037031212177	0,5904907741155795	2,9853490106945006	0,14188030681286826	0,06926724130976734	0,05790523778821419	55	719	0,7000000000002338	30,139999999999674	10	
6,506613756613756	4,224044134572445	66,49603174603175	1,6749745695132237	770	1755	139	0,11997087371357466	0,09391793365743972	39,73670115994808	0,5814485110778541	2,0455287977566745	0,2430693196726653	19,865005329371407	0,5911179657923596	1,0019618391524507	0,061437695232845015	49,67342073769038	0,6536085685984427	1,9864677035763914	0,037000248843838686	9,966645057641422	0,226969583805305	30,030789368314544	0,5933037992588502	2,9501955452559314	0,13878820118972918	0,06861939406023045	0,06478900210338338	65	756	0,7700000000002571	30,15399999999964	10	
